airline_sentiment,airline_sentiment_confidence,airline,text,id,label
positive,1.0,Southwest,['southwestair constitute miracle once again! the customer service section gave maine by far one of the friendliest phone calls always. wheelsup'],26177,2
negative,0.6678,Southwest,southwestair were you handing out tickets while i was sleep ?,5424,0
positive,0.6812,American,"[""americanair aww assuredness! it ' s nice to know they be even so up above my capitulum then. one of my faves.""]",22603,2
neutral,1.0,Delta,['jetblue viraltech creates institutional quality machine driven jetblue revenue predictive analytics and forecast apply public crowing datum'],16419,1
positive,0.6513,US Airways,"['usairways approve, great. thank you!']",24666,2
neutral,1.0,Southwest,"[""southwestair my diabetes mellitus won ' t go through just it is 261633561838. please allow me lie with if you need anything else.""]",15834,1
neutral,0.6907,Delta,['jetblue be information technology june yet?'],19618,1
positive,0.6852,Southwest,['southwestair - just got it backwards astir 20 mins ago. went about xviii hrs w o it simply i apprize the support. fifty voucher 50 for necessary.'],26006,2
negative,1.0,Delta,jetblue well...my paid tickets have no assigned seats at all. so essentially i won't be on this flight unless i pay more.,7352,0
negative,1.0,US Airways,"usairways i've been on a music hold for over a hour trying to get my aadvantage membership merged, can someone please call me asap?",11155,0
negative,1.0,United,"united once again you guys didn't let me down, a four hour delay to honolulu from houston, thanks for the train wreck of issues now coming",1861,0
neutral,0.6691,United,['united gangway please'],18312,1
neutral,1.0,United,['united i was able to commence a seat on early flight sfo to ind. stool you add me to 6pm ord to ind?'],15027,1
positive,0.6703,United,['joined work like a magic spell. pocketbook was waiting on the roundabout when we got to baggage claim. welldone goodflight friendlysky'],20816,2
negative,1.0,United,united i am a comedian and i promise i will make fun of you on stage tonight.,3282,0
neutral,0.6667,Delta,jetblue sure thing!,8458,1
negative,1.0,US Airways,usairways then she had to get her own hotel so ur agents did nothing to help and to top it off you sent her luggage on the wrong flight!!!,9597,0
neutral,1.0,Delta,"jetblue many thanks, as always your employees are professional and courteous. whenever i have the option, you are my go-to airlines.",6781,1
neutral,0.6551,US Airways,"[""usairways i just checked in online for tomorrow ' s trajectory - thought unity should get automobile kick upstairs? already get the email saying no seats""]",20212,1
negative,1.0,Delta,jetblue is there something going on with your alerts? flight's been delayed several times for my parents and i'm not receiving any alerts.,8873,0
positive,1.0,Southwest,['southwestair twitter outstanding client service! thank you!'],26410,2
negative,1.0,Southwest,southwestair we didn't nothing was ruined just wet. just frustrating when after traveling for 12 hours you can't change into clean clothes,4998,0
positive,0.6809,Southwest,['southwestair thx. form it right. aid meagan fouty brancato florida 2771 dfw gate 4 preboard due west kids - b4 group a please. please.'],23521,2
positive,1.0,United,"['united she adjoin maine from client avail at the arriver of flight ua3787 pvd - iad. thanks, you guys have really treat this tempest!']",23488,2
positive,1.0,US Airways,usairways it has been found thank you,9295,2
positive,1.0,American,['americanair thanks'],22595,2
negative,1.0,American,americanair flight 953 nyc-buenos aires has been delay since yesterday at 10pm. is going to take off at 3.30pm now? give us answers!,14514,0
positive,1.0,United,['united and they equal traveling as edgar guest of a gas mileage plus member using that members miles. great customer service.'],21155,2
neutral,0.643,Delta,['jetblue flight 462 to boston delayed referable to brave in tampa?'],16071,1
neutral,0.6694,Virgin America,virginamerica still waiting to see starryeyes_dev_,499,1
neutral,1.0,Southwest,['southwestair delight please please'],15713,1
neutral,0.6452,United,['united flight of steps 1640 n33289 arrives at flytpa following flight from iah'],15264,1
negative,1.0,American,americanair united just deplaned at o'hare gate k13. why don't you send a customer service rep to discuss my situation? god knows...,13147,0
negative,1.0,US Airways,usairways it wasn't weather this morning. awe1701 diverted back to bos due to mechanical issues. so far lost one of 3 days,10806,0
positive,1.0,Southwest,"[""southwestair it ' s non fun having a time lag from capital of tennessee to las vegas, but the crew at the gate c9 desk sustain been awesome! patience luvswa""]",21256,2
negative,1.0,Delta,"jetblue has screwed me over for the last time. southwestair, glad to give you my business. jetscrew awfulcustomerservice",8315,0
positive,1.0,Virgin America,['virginamerica thank you for checking in. tickets be purchased and client is happy -'],25254,2
neutral,1.0,United,['joined even though technically after i land i volition follow silver?'],15395,1
neutral,0.6284,Southwest,"['southwestair hi! wintertime wx consultative emerge for stl. snow amp ice ampere cold, ohio my! will you issue a traveling advisory for that?']",18859,1
negative,1.0,American,americanair just messaged you. please have someone contact us immediately.,12764,0
positive,0.6789,American,americanair thank you.,13105,2
negative,1.0,US Airways,usairways over 2 hours and 14 minutes on hold and counting. thanks for the help! customerservice brutal,10047,0
neutral,0.6737,Southwest,southwestair can one use a companion pass w a points flight booking problems or is it only cash fares? thx!,5592,1
negative,1.0,US Airways,usairways i did and i'm not stupid. i've done web development for 19 yrs. the issue now confirmed by your support is your website.,9992,0
positive,1.0,United,['joined jms2802 outsource information technology all united airline. .. your client be barely get it on you for it. outsource. outsource. outsource.'],23115,2
neutral,1.0,Southwest,['southwestair how many embody go out?!'],18804,1
positive,1.0,Delta,['jetblue thanks. single jaw with a overnice fella about it and helium gave me the lowdown.'],26649,2
neutral,1.0,American,americanair hi how are you,14331,1
positive,1.0,United,"['joined hey awesome! thanks for the response, will be occupy the form out! americanair']",21114,2
neutral,0.6559,Southwest,['southwestair will you delight work out out a contract with triflight to offer military service there..'],18878,1
neutral,1.0,Virgin America,['virginamerica pilot says we expect a jerky landing place in nyc due to some puffy winds w a temperature of astir 5 degrees amp w the windchill - 8'],17711,1
negative,0.6468,Southwest,southwestair trying to get through by phone to confirm that funds from a cancelled flightled reservation can still be used in the future. can u help?,6686,0
positive,0.352,United,"united thank you. there was one here a few months ago, but none now. weird you don't have a club in one of the busiest airports in the us.",3822,2
negative,1.0,United,"united however, is completely under your control the price was and still is displayed on",854,0
negative,1.0,United,united thanks for the miserable trip gnv lt lt lt fsd on 2.19-2.21.,1550,0
neutral,0.6459,US Airways,"[""usairways would jazz to combine associate in arts and usair accts. unfortunately, nonpareil has my middle name adenosine monophosphate 1 has middle initial. won ' t allow modification""]",17143,1
neutral,1.0,American,['americanair originate at sfo and going to lax.'],20454,1
neutral,0.6635,Delta,['jetblue and involve she load the bag for my flight'],16350,1
neutral,0.6598,American,americanair both pictures taken at the same time but which is right? totallyconfused,13979,1
negative,1.0,US Airways,usairways thank you so much for asking us to pay 700 to switch to a different flight so i could spend more time with my dying nephew.,9879,0
negative,1.0,US Airways,usairways been trying to talk with a dividend miles rep for 2 days now. i have been holding for over 2 hours each day. what are my options?,11821,0
negative,1.0,US Airways,usairways 2 and a half hours on hold... hope it feels good to be a steaming pile of shit. americanair paid far too much for you.,11654,0
negative,1.0,US Airways,"usairways another twist in the plot. took off from miami, then had to return due to a unsecured cargo door. most stressful vacation ever.",9464,0
negative,1.0,American,americanair more of the insane treatment by your customers,14413,0
neutral,0.3819,Delta,"[""jetblue no non until now. one will send word them. i ' thousand new at this!""]",19817,1
neutral,1.0,American,['americanair sent'],17324,1
neutral,0.6593,US Airways,usairways that is certainly not the impression she's under.,8982,1
negative,1.0,Delta,jetblue you have to service your remote controllers on my flight i watched equalizer movie three times because my remote was stuck,7656,0
positive,1.0,US Airways,"[""usairways glad to constitute home and that your great people got pine tree state home safely. sad for others world health organization didn ' t get back bc of scheduling problems.""]",27177,2
neutral,0.7113,Southwest,"[""southwestair marvellous job. atlanta airport saw sw celebrate mardi gras. another cause i ' m nuts for you laugh at!""]",19086,1
neutral,0.6505,Southwest,southwestair how many left?! i'm 15 min wway,5583,1
negative,1.0,United,united usually your lounge staff are fantastic! except today in mco where almost denied entry to lounge even though traveling united-first,3073,0
